ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
09-41,19/04/23 21:09:58,https://twitter.com/DonaldDck2/status/1454591387639304195,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@donalddck2,Red For Unity✌️,"The Republic of the Philippines, soon, will be great again!! Ferdinand Romualdez Marcos Jr. for president in May 9,2022!! Marcos pa rin!",Anonymous,09/21,353,435,,I hope y'all will realize that leni is inept.,,Text,31/10/21 07:29,,Rational,10,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location.,,
09-42,19/04/23 21:09:58,https://twitter.com/CamsonMarco/status/1449068278886719490,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@camsonmarco,PapaMac,"Political Observer, Logical Hater, Mcdo Lover, Science Enthusiast, K-pop lover, Amateur Singer",Anonymous,04/21,452,170,"National Capital Region, Repub","What keeps dilawans from seeing Leni as a weak leader, stupid (sometimes moronic), inept and a puppet, yet they see it clearly in Manny. They're practically the same.",,Text,16/10/21 01:42,,Rational,0,1,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",,,
09-43,19/04/23 21:09:58,https://twitter.com/JRedCallis/status/1446968079129317376,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@jredcallis,John Redmond Callis,⚔️ The Redwulf ⚔️,Anonymous,09/11,682,729,,"Leni Robredo, seen here, clearly shows she is a political puppet of the Liberal Party. A failure of a congresswoman, totally inept as a VP and with logic worse than a junkie on weed. What did that Yorme call her? ""A fake leader with fake colors."" Goodness! 😎",,"Text, Quote Tweet",10/10/21 06:37,,Rational,3,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location.,,
09-44,19/04/23 21:09:58,https://twitter.com/JuanPinoy78/status/1433260225990217739,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@juanpinoy78,PRO IUSTITIA ET PACE,"LAW, ORDER, JUSTICE, PEACE",Anonymous,06/14,184,4,,"@News5PH These are inept candidates. Isko bobo hindi nakapasa ng anong national exam noard or bar, leni is incompetent, and the least Pacquiao is not even a college degree. OMG anong mangyari pagsila ang ihalal.",,"Text, Reply",02/09/21 10:47,,Rational,0,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location.,,
09-45,19/04/23 21:09:58,https://twitter.com/brndngrn/status/1367136858388398082,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@brndngrn,вrndngrn #𝔖𝔬𝔠𝔦𝔞𝔩𝔇𝔦𝔰𝔱𝔞𝔫𝔠𝔦𝔫𝔤,˙uoıʇɔıɟ uɐɥʇ ɹǝpɹıǝʍ ǝɹɐ sɥʇnɹʇ ǝɯoS,Anonymous,09/10,1502,950,,"LENI ROBREDO, The most inconsequential, most inept &amp; most idiotic politician in the Philippines complains about getting called out for her moronic ideas. Madame, nakakapikon po kasi ang kabobohan ninyo na pinangangalandakan ninyo araw2x sa MSM. @npr @msnbc  @foxnews @XHNews @AP",,"Text, Image",03/03/21 23:36,,Rational,9,0,1,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location.,,
09-46,19/04/23 21:09:58,https://twitter.com/JRedCallis/status/1334306879032287232,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@jredcallis,John Redmond Callis,⚔️ The Redwulf ⚔️,Anonymous,09/11,682,729,,"@pinoyanghang @loidasandiego77 She was inept, incompetent and knew nothing about governing a complicated society like the Philippines. She was the perfect puppet for the Yellows and thus they pillaged. The rest is history. Leni is her clone.",,"Text, Reply",03/12/20 09:22,,Rational,0,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location.,,
09-47,19/04/23 21:09:58,https://twitter.com/jehaycee/status/1240477863368773633,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@jehaycee,Jehaycee Carlos,emoterong froglet.,Anonymous,11/10,172,193,Mandaluyong City,"@introspect18 @MacLen315 When you say crazy inept leaders, you must mean FVP Leni and her hypocrite partymates.",,"Text, Reply",19/03/20 11:19,,Rational,1,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",,,
09-48,19/04/23 21:09:58,https://twitter.com/ItsAlwaysMe888/status/1048867556713357312,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@itsalwaysme888,@ItsAlwaysMe888,I am Me,Anonymous,06/18,25,5,"Makati City, National Capital Region","@dawende Edwin, my dear, being incompetent and being strategically inept are not qualities of being a woman. They are just the qualities of Leni as a person. Magkaiba iyon. GMA is also a woman, but she's very competent and strategic.",,"Text, Reply",07/10/18 17:28,,Rational,0,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",,,
09-49,19/04/23 21:09:58,https://twitter.com/kfinew/status/1009083294141444098,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@kfinew,Jasmin ᵕ̈,,Anonymous,09/13,1059,1667,,@josemaria_rsls @Dutertenomics @lenirobredo 1. Ben Kingsley is ❤️ 2. Leni is hopelessly inept. Even her aura lacks luster.,,"Text, Reply",19/06/18 22:39,,Rational,0,0,0,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location and Account bio.,,
09-50,19/04/23 21:09:58,https://twitter.com/AlgenFaith/status/842659517800185856,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inept,@algenfaith,Genalie Baluya,,Identified,02/16,454,57,,The most inept Fake VP Leni Robredo in the Philippines history . #LeniPowerGrabber #LeniResign,,"Text, Image",17/03/17 16:50,,Rational,163,7,182,,,,"Former VP Robredo has been productive during her term.

https://mb.com.ph/2022/01/02/leni-robredos-six-years-as-vp-what-she-has-achieved/",No Location and Account bio.,,
00-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
