ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
09-39,02/04/23 16:29:00,https://twitter.com/pweetne/status/1574686623832633345,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@pweetne,idontcare,✨,Anonymous ,05/20,152,282,,"@maybeimnotkylle @mongramosjr @krysspykreme @lenirobredo @angatbuhay_ph Tanga kahit ihampas mo pa yang degree bobo parin naman si leni eh 🤣🤣🤣 isang truck ng tulong hahaha ilang pamilya mabibigyan nun? tapos sasabihin nyo ""atleast tumulong"" pwede ba tigilan nyo na kabobohan nyo,sanay kasi kayo sa photo ops kahit di sapat yung tulong ni boba leni",,"Text, Reply",27/09/22 17:05,,Rational,0,2,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",No Location.,,
09-40,02/04/23 16:29:00,https://twitter.com/Leni_KingInaKa/status/1574219854798008320,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@leni_kinginaka,DINA VIRGINia RobreDOG,"Parody account ng babaeng lutang. Ang santa santita ng mga PINKLAWAN. Ang babaeng magbubuklod sa 1,700 islands ng Pilipinas",Anonymous ,01/22,128,61,"Ilalim ng Kumot, Kasama si B",@xtianorozco Di ka lang sanay ghurl sa mga taong nagtatrabaho na walang bitbit na camera at media. Yung mga taong di epal at KSP. Nasanay kasi kayo kay Lugaw na mamimigay lang ng spaghetti with matching lights camera action.  HAHAHADUKEN!,,"Text, Reply",26/09/22 10:10,,Rational,2,0,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",Fake Location.,,
09-41,02/04/23 16:29:00,https://twitter.com/gero_rgo/status/1574110394120929280,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@gero_rgo,Gero,"Loyalist, Makabayan #BBMSaraUniTeam",Anonymous ,06/11,856,843,"Quezon City, National Capital ",@TandSJolo @vanchdungo @pads_nosi Sa tingin mo di kumikilos si PBBM? So naive... Palibhasa sanay kayo ke leni nyo na puro publicity😑😑😑. Imbes mangutya kayo dyan pagdasal natin bansa natin...,,"Text, Reply",26/09/22 02:55,,Rational,2,0,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",,,
09-42,02/04/23 16:29:00,https://twitter.com/janjanprof24/status/1573982513952804864,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@janjanprof24,Janjan,,Anonymous ,08/22,112,8,,@FromAsianIrish Lol yun nga nasanay na sa mga mapagpanggap na dilawan hahaha busit pa more. Kala mo aatras ang bagyo pag ng papresscon si bbm 😂🤣 sanay kasi kay leni photo op queen. Pero nung kasagasagan ng bagyo sa hometown nya nasa new york nagshoshopping. Di mahagilap. Hahaha pag uwi nagyoga,,Text,25/09/22 18:27,,Rational,1,0,0,,,,"The OVP assisted in Typhoon Nina relief efforts

https://newsinfo.inquirer.net/856896/robredo-deploys-team-to-assist-relief-ops-in-bicol-spokesperson",No Location and Account bio.,,
09-43,02/04/23 20:38:00,https://twitter.com/Michael550265/status/1590139332362645504,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@michael550265,Michael,This is the way,Anonymous ,05/21,101,253,,"@missingpoints @MekiiMania @jclem3 Pinag uusapan dito ay si Leni.  Kurakot, magnanakaw, sinungaling si Leni Robredo",,"Text, Reply",11/09/22 08:28,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-44,02/04/23 20:38:00,https://twitter.com/s3k9_ph/status/1553065016437673984,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@s3k9_ph,s3k9,Always learning,Anonymous ,11/20,9,30,,"@michellovelee @kahector4 Alam mo rin bang wala akong pake kay leni, aquino o sino pang politiko. Dahil pare parehas lang silang politiko at kurakot. Tulad ni duterte. Pasensiya na hindi ko kayo katulad na sumasamba ng politiko",,"Text, Reply",30/07/22 01:08,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-45,02/04/23 20:38:00,https://twitter.com/WillowCrimson_T/status/1550060378649817093,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@willowcrimson_t,krazzyWillowcrimson,,Anonymous ,10/21,4,4,Philippines,@diegosacay @isabelmerana Hahaha. Kayo ang walang kwenta at bobo. Anong sibasabi niyo walang bahid na kurakot o ano na si mama leni niyo ang laki ng kinulimbat na pera. Nag hire daw ng private lawyer kuno daw. Baka kunwari lang para makakuha ng pera. Sino ngayon ang kawatan ng pera ng bayan.. D best daw..,,"Text, Reply",21/07/22 18:09,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Account bio.,,
09-46,02/04/23 20:38:00,https://twitter.com/EggtlogNaMaalat/status/1549434899526197248,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@eggtlognamaalat,EggtlogNaMaalat,Pink on the outside. Yellow on the inside.,Anonymous ,03/20,819,116,Egg Yolk of Itlog na Maalat,Myghad Leni Robredo! Napaka-KURAKOT mo talaga teh! 😡,,"Text, Image",20/07/22 0:44,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",Fake Location.,,
09-47,02/04/23 20:38:00,https://twitter.com/Nevermi88075915/status/1543606687998697472,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@nevermi88075915,Nevermind,,Anonymous ,03/19,614,29,,"@PhilstarNews Naku sayang Pera madumb. Buti pa si leni nun, walang budget, Isa lng office pero nakaka Punta s asulok SULOK. Jusko. Mga ghost employees nanaman. More kurakot",,"Text, Reply",07/03/22 22:44,,Rational,0,0,0,,,,"OVP wouldn't have received an unqualified opinion from COA if they were found to have  ghost employees.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location and Account bio.,,
09-48,02/04/23 20:38:00,https://twitter.com/MonkeyAdvance/status/1542699211241562113,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@monkeyadvance,ðŸ‘€,Engineer. Investor. Trader. #NoToCPPNPANDF,Anonymous ,08/17,639,281,,"@pads_nosi Father tanga oy! Kaya nga ayaw namin kay Leni st Kiko kase ayaw namin sa manloloko, bobo, tanga, kurakot, walang kakayahan, higit sa lahat terorista.   Ganto para masaya ka today, subo ka na lang ng mga burat sa Angat Buhay NGA 😅😅😅",,"Text, Reply",01/07/20 10:38,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-49,02/04/23 20:38:00,https://twitter.com/xoxo_dumpxxx/status/1528704330835951616,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@xoxo_dumpxxx,xoxo_dump,dump,Anonymous ,04/22,53,43,,"@JonDel86 OKAY LANG DIN YAN. GANYAN TALAGA SI LENI. KURAKOT, ADIK, KAMPI SA MGA NPA, WALANG NAGAWA SA BANSA AT BOBO.",,"Text, Reply",23/05/22 19:48,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-50,02/04/23 20:38:00,https://twitter.com/Michael61000060/status/1528102046431268869,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni kurakot,@michael61000060,istviucn,,Anonymous ,10/19,96,26,,@iamjogarzola Talaga kurakot si VP Leni totoo ba Yun na kaban ng Bayan ang ginamit nya? Yun sa NYU?,,"Text, Reply",22/05/22 03:54,,Rational,0,0,0,,,,https://www.gmanetwork.com/news/topstories/nation/778526/robredo-says-children-finished-studies-through-scholarships/story/,No Location and Account bio.,,
09-51,31/03/23 05:25:19,https://twitter.com/Disisyiti/status/1447858382681960449,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@disisyiti,♈🅰️LLERY👊🏽✌️(BBMSARA),💪Anak Ng Taga Visayas💪 #ProudPilipino,Anonymous,04/21,2905,1950,,@ser_ranserotto @Samantha0797 Basura yang HT mo🧑‍⚖️  #MarcosForPresident  #NoynoyMagnanakaw #neveragainAquino #LeniMagnanakaw #trillanesMagnanakw #NoToDilawan,,"Text, Reply",10/12/21 17:35,,Rational,1,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location. May have used real photo.,,
09-52,31/03/23 05:25:19,https://twitter.com/Aeroxy_29/status/1500930935218446347,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@aeroxy_29,🌶️R͟e͟d͟C͟h͟i͟l͟l͟i͟P͟e͟p͟p͟e͟r͟🌶️,"A thousand times I've failed,Still Your mercy remains.",Anonymous,07/15,1209,1178,"Dubai, United Arab Emirates",Nakakahiya kang Fake VP.. No wonder kung bakit ni katiting wala akong makitang maganda sa pagkatao mo.NAKAKAHIYA KA!! PHOTOSHOOT LANG ANG ALAM MO..PURO NGAWA WALA SA GAWA.  #lenileaks  #LeniLeaks #LENIDUWAG  #LeniMagnanakaw #LeniTangaSaLahat,,"Text, Quote Tweet",03/08/22 04:26,,"Rational
Emotional",2,0,1,,,,"Misleading info.

https://www.philstar.com/headlines/2022/03/08/2165812/fact-check-dinagat-islands-explains-why-angat-buhay-houses-not-yet-built-month-after-launch",May have used real photo.,,
09-53,31/03/23 05:25:19,https://twitter.com/Aeroxy_29/status/1500889788244766723,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@aeroxy_29,🌶️R͟e͟d͟C͟h͟i͟l͟l͟i͟P͟e͟p͟p͟e͟r͟🌶️,"A thousand times I've failed,Still Your mercy remains.",Anonymous,07/15,1209,1178,"Dubai, United Arab Emirates",Walang Sikretong di nabubunyag @lenirobredo. ung binabato mong paratang 30 years na ang nakakalipas pero lahat Junked. It's your turn.. We are just returning the Favor. #NagaLeaks #NagaLeaks #NagaLeaks #NagaLeaks #LeniTangaSaLahat #LENIDUWAG #LeniMagnanakaw,,Text,03/08/22 01:43,,Rational,8,1,7,,,,"There is no evidence to prove Naga Leaks.

https://newsinfo.inquirer.net/881303/prayer-robredo-and-naguenos-weapon-of-choice-vs-naga-leaks",May have used real photo.,,
09-54,31/03/23 05:25:19,https://twitter.com/Aeroxy_29/status/1500725671328460801,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@aeroxy_29,🌶️R͟e͟d͟C͟h͟i͟l͟l͟i͟P͟e͟p͟p͟e͟r͟🌶️,"A thousand times I've failed,Still Your mercy remains.",Anonymous,07/15,1209,1178,"Dubai, United Arab Emirates",intending kaya natinnang #NagaLeaks #NagaLeaks #NagaLeaks #LeniTangaSaLahat #LeniMagnanakaw,,Text,03/07/22 14:50,,Rational,1,0,0,,,,"There is no evidence to prove Naga Leaks.

https://newsinfo.inquirer.net/881303/prayer-robredo-and-naguenos-weapon-of-choice-vs-naga-leaks",May have used real photo.,,
09-55,31/03/23 04:55:37,https://twitter.com/DontTryMeTsk/status/1469128281181995012,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@donttrymetsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2821,3734,,"@danSB0529 Wawa ka naman. Ito oh, napakadesente ng nanay  Leni lugaw Robredo mo😂😂👇 #LeniMagnanakawNgBoto #LeniCorrupt",,"Text, Image",12/10/21 10:14,,"Rational, Emotional
",0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-56,31/03/23 05:11:20,https://twitter.com/DontTryMeTsk/status/1500995524547465220,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@donttrymetsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2821,3734,,@sashoceanblue @isabelmerana Sampal mo ito sa pagmumukha mo tanga!😂😂 #LeniMagnanakaw #LeniCorrupt #LeniKabit,,"Text, Image, Reply",03/08/22 08:43,,"Rational, Emotional
",0,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-57,31/03/23 05:11:20,https://twitter.com/DontTryMeTsk/status/1476890366284496898,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@donttrymetsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2821,3734,,@DadiTsukie @DKMangampat @n4n4daim3 @jihanessthebest @iammasmaldita @Zibadzz @_goddessofwar10 @SanMLight @wonderbingboom @bojoloni @Sanggre_ @SanaOilMayJowa1 @theigorotkid @amigoManila @JuanCar99375032 @MDSOnwardPH22 @lino_iam Kaya nga magresearch ka pa TABOGO upang maging matalino ka. #LeniMagnanakaw #LeniCorrupt #NoToLeniKiko2022,,"Text, Reply",31/12/21 20:17,,Rational,3,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-58,31/03/23 05:11:20,https://twitter.com/DontTryMeTsk/status/1476872440760324096,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@donttrymetsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2821,3734,,@DadiTsukie @DKMangampat Gusto mo ng reference? Ito ugok👇 #LeniMagnanakawNgBoto #LeniCorrupt #NoToLeniKiko2022,,"Text, Image, Reply",31/12/21 19:06,,"Rational, Emotional
",0,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-59,31/03/23 05:25:19,https://twitter.com/MonkeyAdvance/status/1549234264906285056,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@monkeyadvance,👀,Engineer. Investor. Trader. #NoToCPPNPANDF,Anonymous,08/17,636,281,,"Taena ka talaga hayup at boba ka, @lenirobredo. Kabaro mo pala ang taga COA noon kaya nahuhuthutan mong bigyan ka ng mataas na “rating”. Taenang ‘to, magnanakaw!  #LeniMagnanakaw",,"Text, Image",19/07/22 11:26,,"Rational
Emotional
",5,0,1,,,,"Commission on Audit (COA) had already cleared their hiring of a private lawyer as a consultant. 

https://newsinfo.inquirer.net/1631159/robredo-camp-coa-had-cleared-hiring-of-private-lawyer-as-ovp-consultant",No Location.,,
09-60,31/03/23 05:25:19,https://twitter.com/MonkeyAdvance/status/1549046260753383427,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@monkeyadvance,👀,Engineer. Investor. Trader. #NoToCPPNPANDF,Anonymous,08/17,636,281,,"Hoy @lenirobredo, nadadagdagan na naman mga kapalpakan mo. Para sayo, taena mo! 😌  #LeniMagnanakaw #PBBM #MiM #MAIDinMALACANANG #ourvpsaraduterte",,"Text, Image",18/07/22 22:59,,"Rational
Emotional
",22,3,9,,,,"Commission on Audit (COA) had already cleared their hiring of a private lawyer as a consultant. 

https://newsinfo.inquirer.net/1631159/robredo-camp-coa-had-cleared-hiring-of-private-lawyer-as-ovp-consultant",No Location.,,
09-61,31/03/23 05:25:19,https://twitter.com/MonkeyAdvance/status/1480112321167241223,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@monkeyadvance,👀,Engineer. Investor. Trader. #NoToCPPNPANDF,Anonymous,08/17,636,281,,Natransfer na rin ba sa personal bank account mga donations ng bagyong Odette?! 🤣🤭 #LeniMagnanakaw,,"Text, Image",01/09/22 17:40,,Rational,10,2,2,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-62,31/03/23 05:25:19,https://twitter.com/ctrcvnlp/status/1485937961602813956,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@ctrcvnlp,💤,bigger than the whole sky // taylor swift 🎶,Anonymous,10/16,2756,1113,,@mxrizsmnth @luna2wavy @pinoyanghang hahahahahshshshs #leniduwag #lenimagnanakaw,,"Text, Reply",25/01/22 19:29,,Rational,4,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-63,31/03/23 04:55:37,https://twitter.com/marian22158/status/1458411837863596034,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@marian22158,1979,,Anonymous,05/20,40,62,,@AltarBaadi @cesdrilon #lenicorrupt,,"Text, Reply",11/10/21 20:30,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location and Account bio.,,
09-64,31/03/23 05:25:19,https://twitter.com/achilles_skye/status/1460614144961368066,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@achilles_skye,Achilles Skye,,Anonymous,10/21,14,9,,#Haciendaluisitamassacre #ninoyhindibayani #corydemonyo #noynoymagnanakaw #lenimagnanakaw #leniprotektorngdurugista,,"Text, Video",16/11/21 22:22,,Rational,7,0,2,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location and Account bio.,,
09-65,31/03/23 05:25:19,https://twitter.com/67amiable/status/1493921214800142344,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@67amiable,Ahyin,,Anonymous,12/10,61,43,"National Capital Region, Repub","Putang ina ka leni robredo, bukod sa napakabobo mo, napakasinungaling mo pa, magnanakaw ka, druglord protector at npa terorista suporter. Makita lang kita personal sabunutan talaga kita. Demonyo rin pagmuugali mo kase PUTANG INA KANG LENI ROBREDO! #lenimagnanakaw #LENIDUWAG",,Text,16/02/22 20:12,,"Rational
Emotional",1,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Account bio.,,
09-66,31/03/23 05:11:20,https://twitter.com/altaslm/status/1484612845660635140,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@altaslm,altas,bayan novaliches muna,Anonymous,03/20,767,586,,Hindi corrupt si Leni Robredo? Kailan pa naging DAANG MATUWID ang nick name ng babaeng yan? kung hindi siya corrupt bakit kinailangan pa niyang mangampanya sa loob ng botohan at gamitin ang balota para dito? #LENICORRUPT,,Text,22/01/22 03:44,,"Rational
Emotional
",0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-67,31/03/23 05:25:19,https://twitter.com/joy_renka/status/1520016869901893632,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@joy_renka,Amore Power,SO HELP ME GOD!!!!,Anonymous,09/19,674,753,,BOBO Kaya nga spokesperson Eh!!! MANA KA SA NANAY MONG LUTANG!YONG BRAIN NASA PWET!!😂😂 #LeniKikoAllTheWay TO INIDORO!! #KayLeniTalo  #LeniMagnanakaw #KimChiuLUTANG,,"Text, Quote Tweet",29/04/22 20:27,,"Rational
Emotional",0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-68,31/03/23 04:55:37,https://twitter.com/kynybear/status/843237348158590976,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@kynybear,AnakPawis,Always forgive your enemies - nothing annoys them so much. Forgiveness is the fragrance that the violet sheds on the heel that has crushed it.,Anonymous,02/15,26,53,,#LeniPowerGrabber #BoboLeni #LeniResign #ImpeachLeni #LeniCorrupt #LeniAdulteryBolet #LeniPathologicalLiar #NitWitLeni @lenirobredo @CNN,,"Text, Quote Tweet",19/03/17 07:07,,Rational,0,0,1,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-69,31/03/23 05:25:19,https://twitter.com/MJBautistaCPA/status/1445288048506261513,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@mjbautistacpa,Baste,"Enjoying life since birth. 
Sharing thoughts since May 2012.

Travel is life. 🌏",Identified,05/12,1841,9794,"Valenzuela City, Philippines",More like #LeniMagnanakaw ng boto,,"Text, Quote Tweet",10/05/21 15:21,,Rational,3,0,0,,,,"There is no evidence of cheating by Leni (or any candidate) in the 2022 elections.

https://www.rappler.com/nation/robredo-says-did-not-see-evidence-2022-elections/",,,
09-70,31/03/23 05:25:19,https://twitter.com/cassandra143442/status/1484840191420514309,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@cassandra143442,casey,i love myself Just the way I am!,Anonymous,01/19,1782,1134,,Si leni nga todo kng nakaw sa donations sabay pasok sa sariling account pro suportado mo p din😂😂😂😂😂 #leniMagnanakaw,,"Text, Quote Tweet",22/01/22 18:47,,Rational,2,1,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location. May have used real photo.,,
09-71,31/03/23 05:25:19,https://twitter.com/chai85775509/status/1484619132205252611,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@chai85775509,Chai Cabrera Raagas,"Live,Laugh and Love. 🏳️‍⚧️ trans and proud 🏳️‍⚧️                    #FreePalestine🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",Identified,11/20,1383,2501,Abu Dhabi,#LeniMagnanakaw ng BOTO,,"Text, Image",22/01/22 04:09,,Rational,2,0,0,,,,"There is no evidence of cheating by Leni (or any candidate) in the 2022 elections.

https://www.rappler.com/nation/robredo-says-did-not-see-evidence-2022-elections/",,,
09-72,31/03/23 05:25:19,https://twitter.com/jhaychel0108/status/1459899826561114114,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@jhaychel0108,Chelkadora,Straightforward and yet fighter... Loves to debate... Volunteer…Independent woman… Mother… Wife,Anonymous,04/12,281,6,Republic of the Philippines,Sino nga ba ang magnanakaw? Eh di yung gahaman sa pwesto na pati boto ng mga tao eh ninakaw… #Lenimagnanakaw #BBMFORPRESIDENT2022,,"Text, Quote Tweet",14/11/21 23:03,,Rational,0,0,0,,,,"There is no evidence of cheating by Leni (or any candidate) in the 2022 elections.

https://www.rappler.com/nation/robredo-says-did-not-see-evidence-2022-elections/",,,
09-73,31/03/23 04:55:37,https://twitter.com/chethawwkins/status/843235906383306752,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@chethawwkins,ChetHawkins,,Anonymous,11/16,9,1,,#ImpeachLeni #FakeVPRobredo #LeniResign #LeniCorrupt #LeniPathologicalLiar #LeniIKaAnimnaUtos @lenirobredo,,"Text, Image",19/03/17 07:01,,"Rational
",5,1,3,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location and Account bio.,,
09-74,31/03/23 04:55:37,https://twitter.com/chethawwkins/status/843178298863575040,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenicorrupt,@chethawwkins,ChetHawkins,,Anonymous,11/16,9,1,,#LeniResign #ImpeachLeni #ImpeachLeniRobredo #AgnesLearnTheTruth #LeniTheDestabilizer @lenirobredo @AgnesCallamard #LeniCorrupt,,Text,19/03/17 03:12,,Rational,0,0,2,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location and Account bio.,,
09-75,31/03/23 05:25:19,https://twitter.com/DoggCutieee/status/1514045207888629762,09,"Maceda, Westin",RBRD,Leni's incompetence/corruptness as a VP,#lenimagnanakaw,@doggcutieee,CutieeeDogg,❤️,Anonymous,11/21,15,4,,#LeniMagnanakaw,,Text,13/04/22 08:58,,Rational,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
